json_size json_time json_classic_size json_classic_time json_scannerless_size json_scannerless_time json_unbounded_size json_unbounded_time json_unbounded_scannerless_size json_unbounded_scannerless_time pascal_size pascal_time pascal_classic_size pascal_classic_time pascal_scannerless_size pascal_scannerless_time pascal_unbounded_size pascal_unbounded_time pascal_unbounded_scannerless_size pascal_unbounded_scannerless_time c_size c_time c_classic_size c_classic_time c_scannerless_size c_scannerless_time c_unbounded_size c_unbounded_time c_unbounded_scannerless_size c_unbounded_scannerless_time fortran_size fortran_time fortran_classic_size fortran_classic_time fortran_scannerless_size fortran_scannerless_time fortran_unbounded_size fortran_unbounded_time fortran_unbounded_scannerless_size fortran_unbounded_scannerless_time cobol_size cobol_time cobol_classic_size cobol_classic_time cobol_scannerless_size cobol_scannerless_time cobol_unbounded_size cobol_unbounded_time cobol_unbounded_scannerless_size cobol_unbounded_scannerless_time
450.974 1.0770547000000001 450.974 0.3053694 450.974 5.2426894 450.974 1.0678701 450.974 2.8460983 451.062 5.4267595 451.062 3.5156796999999997 451.062 10.2974143 541.128 10.0298016 451.062 7.0042456 450.617 6.0825218 450.617 2.5238024 450.617 11.1389733 450.617 5.8030193 450.617 6.9730603 450.887 7.645887 450.887 3.9204993999999997 450.887 12.9488009 450.887 7.0319587 450.887 7.9579328 450.851 4.5580328 450.851 1.5021974 480.973 23.5268294 nan nan 480.973 18.1078651
460.823 1.0950767000000001 460.823 0.3113228 460.823 5.3474152 460.823 1.0878204 460.823 2.9108832 461.068 5.692029 461.068 3.6973174 461.068 10.6202963 551.076 8.2300162 461.068 7.207987699999999 461.039 6.2752048 461.039 2.6178463 461.039 11.4233452 461.039 6.0043196000000005 461.039 7.1548542 460.821 7.803986 460.821 4.016783800000001 460.821 13.213667300000001 460.821 7.209442 460.821 8.1430413 460.924 5.4132774 460.924 1.8712673 490.893 34.2808639 nan nan 490.893 29.7012346
471.28 1.1233636 471.28 0.3214509 471.28 5.462829 471.28 1.1177763 471.28 2.9813168 470.967 5.7093145 470.967 3.7040479 470.967 10.718861700000001 571.434 25.7779023 470.967 7.2760458 471.264 6.4389595 471.264 2.6773249 471.264 11.631365800000001 471.264 6.107866400000001 471.264 7.3036996 470.862 7.893218 470.862 4.0617617 470.862 13.4834449 470.862 7.283259200000001 470.862 8.257115 471.099 7.642366099999999 471.099 3.8748168 500.723 17.5978372 nan nan 500.723 12.6053986
480.885 1.1457910999999998 480.885 0.3253495 480.885 5.5698597 480.885 1.1344778999999998 480.885 3.0299852 480.589 5.5746186 480.589 3.605343 480.589 10.719392299999999 580.587 7.4630054999999995 480.589 7.2235986 480.843 6.579367700000001 480.843 2.7277481999999997 480.843 11.88841 480.843 6.1945637 480.843 7.7957939 480.83 8.1283168 480.83 4.1963998 480.83 13.924840800000002 480.83 7.5371286 480.83 8.4909395 480.973 4.9995649 480.973 1.6830398 510.756 29.6720098 nan nan 510.756 23.1411413
491.26 1.159875 491.26 0.3367382 491.26 5.7092356 491.26 1.1564161 491.26 3.0938893 491.005 5.9708039 491.005 3.9112365 491.005 11.1793108 590.793 26.561906599999997 491.005 7.6335132 491.474 6.6859493 491.474 2.75935 491.474 12.1296795 491.474 6.2916066 491.474 7.9311575 490.635 8.212184500000001 490.635 4.2423204 490.635 14.024251900000001 490.635 7.635266199999999 490.635 8.6311358 490.893 6.4001649 490.893 2.228085 530.984 34.4831786 nan nan 527.1476 41.8795947
501.496 1.1655726 501.496 0.335603 501.496 5.777051200000001 501.496 1.2362014000000001 501.496 3.1349413 500.762 6.0110045 500.762 3.9207946 500.762 11.3127764 600.976 8.6175906 500.762 7.7518225 500.614 6.7681035 500.614 2.8132735 500.614 12.910757100000001 500.614 6.3753598 500.614 8.0547478 501.146 8.3775792 501.146 4.3468421 501.146 14.3750909 501.146 7.7928747000000005 501.146 8.7657266 500.723 5.6895821 500.723 1.8780868000000002 541.036 23.033439 nan nan 537.0151999999999 22.0730584
510.542 1.1970782999999998 510.542 0.3445122 510.542 5.878197 510.542 1.2639527 510.542 3.2108213 510.582 6.1409728999999995 510.582 3.9778095 510.582 11.541803699999999 611.225 8.8944306 510.582 7.8837168 510.971 6.9261786 510.971 2.8877074 510.971 13.218527499999999 510.971 6.5220579999999995 510.971 8.2331114 510.528 8.6027156 510.528 4.4559897 510.528 14.8856187 510.528 7.97807 510.528 8.944857299999999 510.756 5.77679 510.756 1.9886537 550.81 17.6911302 nan nan 546.9004 13.5954813
520.529 1.2173368 520.529 0.3494736 520.529 6.0186728 520.529 1.2859902 520.529 3.4230194 521.108 6.624312399999999 521.108 4.0422708 521.108 11.811342499999999 620.687 6.7379644999999995 521.108 8.064456199999999 520.961 6.9851505000000005 520.961 2.9331500999999998 520.961 13.3696596 520.961 7.046415400000001 520.961 8.380387899999999 521.339 8.7020825 521.339 4.5232845 521.339 15.0079057 521.339 8.1220581 521.339 9.1102891 521.393 6.392444899999999 521.393 2.1753576000000003 561.318 31.73028 nan nan 557.1148000000001 19.4865965
531.455 1.2250882 531.455 0.3549347 531.455 6.1075268000000005 531.455 1.2982234 531.455 3.4693296000000005 531.19 6.688050200000001 531.19 4.060335 531.19 11.901745700000001 631.55 26.1908574 531.19 8.147806 530.85 7.16609 530.85 3.0170744 530.85 13.689359300000001 530.85 7.1977988999999996 530.85 8.5220752 531.105 8.9253488 531.105 4.6462879 531.105 15.355753799999999 531.105 8.3203125 531.105 9.2978001 530.984 6.4358887 530.984 2.2196853 571.182 18.4527371 nan nan 567.2364 17.1871407
540.973 1.2437497 540.973 0.3584285 540.973 6.1925501 540.973 1.3156757 540.973 3.5045796000000005 541.128 6.949218 541.128 4.169412100000001 541.128 12.1934912 641.295 7.9937822 541.128 8.2666383 540.953 7.2267492 540.953 3.068379 540.953 13.9157672 540.953 7.2701595999999995 540.953 8.619538 541.487 9.0178943 541.487 4.6861997 541.487 15.432478900000001 541.487 8.3754355 541.487 9.4150953 541.036 6.3187164 541.036 2.1450614000000003 581.343 27.841086100000002 nan nan 577.2786 17.267393
551.505 1.258912 551.505 0.3644754 551.505 6.6331662 551.505 1.3377064 551.505 3.5636927999999997 551.076 6.9840349 551.076 4.2726021 551.076 12.4672564 651.328 12.5006123 551.076 8.4008722 551.067 7.342986999999999 551.067 3.1113931999999997 551.067 14.194878399999999 551.067 7.3722156 551.067 8.779452000000001 551.069 9.2302182 551.069 4.8246028 551.069 15.720469 551.069 9.257328300000001 551.069 9.612665799999998 550.81 5.854184699999999 550.81 1.9581439 591.289 20.9309765 nan nan 587.3106 16.8149782
561.485 1.3773596 561.485 0.3914796 561.485 6.7294544 561.485 1.3590076 561.485 3.6458215000000003 560.8 7.166494900000001 560.8 4.3963294 560.8 12.6512282 661.5 8.6331782 560.8 8.7080601 561.386 7.466977099999999 561.386 3.1617676 561.386 14.309193500000001 561.386 7.485641599999999 561.386 8.9102161 561.251 9.3360975 561.251 4.855504300000001 561.251 16.1177535 561.251 9.2831437 561.251 9.7586983 561.318 6.8242596 561.318 2.5678522 601.224 54.572413299999994 nan nan 597.25 34.5138987
571.19 1.397474 571.19 0.3972419 571.19 6.8328889 571.19 1.3796023 571.19 3.7045462999999996 571.434 7.2344825 571.434 4.4279394000000005 571.434 12.822947199999998 700.816 7.839636199999999 571.434 9.2911856 571.467 7.5962631 571.467 3.2181027 571.467 14.545488700000002 571.467 7.646360199999999 571.467 9.0816598 570.82 9.4539885 570.82 4.9452745 570.82 16.48519 570.82 9.317943 570.82 10.3763024 571.182 6.3586545 571.182 2.1088469 610.828 19.4871874 nan nan 606.9864 26.0607391
581.252 1.4055738999999998 581.252 0.3999312 581.252 6.9349142 581.252 1.3953444 581.252 3.7062519000000003 580.587 7.2882946 580.587 4.5060896 580.587 13.0535497 711.124 9.323872900000001 580.587 9.285021 581.142 7.771343 581.142 3.4828664000000003 581.142 14.7648326 581.142 7.793778999999999 581.142 9.2931807 581.547 9.608496800000001 581.547 5.0385512 581.547 17.365102200000003 581.547 9.4756469 581.547 10.5698623 581.343 6.6068744 581.343 2.1968318 621.214 18.888720499999998 nan nan 617.0595999999999 12.1574207
591.276 1.4462353000000001 591.276 0.41361980000000004 591.276 7.0651562 591.276 1.4351470000000002 591.276 3.7997141999999995 590.793 7.4214258 590.793 4.5614399 590.793 13.296712300000001 731.63 46.3856323 590.793 9.4412643 590.825 7.865474799999999 590.825 3.5298363000000004 590.825 14.998048299999999 590.825 7.8941007 590.825 9.3181646 590.701 9.8826902 590.701 5.1663409 590.701 17.7277043 590.701 9.7297521 590.701 10.7694686 591.289 6.7469105 591.289 2.3721842 631.173 30.110535400000003 nan nan 627.1894 18.1410339
601.089 1.4794111 601.089 0.4222008 601.089 7.1935339 601.089 1.4662518 601.089 3.8664545000000006 600.976 7.6772065 600.976 4.7161284000000006 600.976 13.5141259 740.764 22.184518 600.976 9.6651232 601.278 7.987784500000001 601.278 3.5763188 601.278 15.2597312 601.278 7.9985614 601.278 9.5453988 601.214 9.9560789 601.214 5.2410982 601.214 17.8359584 601.214 9.8244246 601.214 10.9272791 601.224 6.6828395 601.224 2.2789177 640.658 20.5613043 nan nan 636.864 16.801968199999997
611.476 1.4829560000000002 611.476 0.42414680000000005 611.476 7.2934934 611.476 1.4688013999999998 611.476 3.9173291 611.225 7.6680388 611.225 4.7126487 611.225 13.754629099999999 751.506 27.542443 611.225 9.787027499999999 611.049 8.0706504 611.049 3.6207341 611.049 15.386003500000001 611.049 8.0855581 611.049 9.6337753 611.147 10.1644495 611.147 5.3943896 611.147 18.3562831 611.147 10.0849493 611.147 11.172723999999999 610.828 6.0817703000000005 610.828 1.9942943 651.075 23.8058939 nan nan 646.9082 14.638892100000001
621.315 1.4845055999999999 621.315 0.4252698 621.315 7.375137499999999 621.315 1.4655187 621.315 3.9621177000000003 620.687 7.7417449000000005 620.687 4.7575667 620.687 14.0859939 760.906 10.151500799999999 620.687 9.9174699 621.108 8.251002199999999 621.108 3.6727933 621.108 15.6881935 621.108 8.285818299999999 621.108 9.797440900000002 620.702 10.236043 620.702 5.3844940999999995 620.702 18.4949343 620.702 10.1041559 620.702 11.2848078 621.214 6.6883308999999995 621.214 2.2089220000000003 661.638 43.2394372 nan nan 657.4128000000001 27.518354699999996
630.685 1.5360900000000002 630.685 0.44027390000000005 630.685 7.4920083 630.685 1.5241369 630.685 4.0715354 631.55 7.737563400000001 631.55 4.7806545 631.55 14.1626144 781.357 8.9162699 631.55 9.9462468 631.101 8.3236152 631.101 3.7402318 631.101 15.8758984 631.101 8.3289224 631.101 9.9679518 631.314 10.382248200000001 631.314 5.7582386 631.314 18.8185928 631.314 10.3108895 631.314 11.40599 631.173 7.279327 631.173 2.4384999 670.927 19.6155248 nan nan 667.2114 21.6571259
640.641 1.5264963 640.641 0.4362487 640.641 7.5414916000000005 640.641 1.5109290999999998 640.641 4.0853395 641.295 7.7695701999999995 641.295 4.806494 641.295 14.222669999999999 801.516 13.5019703 641.295 9.9553412 640.926 9.010911799999999 640.926 3.7701091 640.926 16.2290243 640.926 8.4783072 640.926 10.1085651 641.236 10.4785219 641.236 5.8637032 641.236 18.9127977 641.236 10.3959433 641.236 11.5297701 640.658 6.6514269 640.658 2.1738446 681.264 22.9523326 nan nan 677.1292 13.3500701
650.76 1.5701644 650.76 0.4483863 650.76 7.690535 650.76 1.5551499 650.76 4.1629674 651.328 8.0562887 651.328 5.2353073000000006 651.328 14.4313819 810.884 14.2141026 651.328 10.278309400000001 651.627 9.1449021 651.627 3.8400537999999997 651.627 16.4583298 651.627 8.5989529 651.627 10.2640917 650.949 10.7351005 650.949 5.9790048 650.949 19.2373242 650.949 10.6089077 650.949 11.789340300000001 651.075 7.3264647 651.075 2.468709 690.931 40.5504456 nan nan 687.0641999999999 25.833576599999997
661.202 1.5788482 661.202 0.45038619999999996 661.202 7.7917885 661.202 1.5718914 661.202 4.242711900000001 661.5 8.214319499999998 661.5 5.3548342 661.5 15.411227199999999 831.081 10.172830999999999 661.5 10.4762266 661.206 9.3157779 661.206 3.9043965999999997 661.206 16.7180643 661.206 8.8002358 661.206 10.4946009 661.403 10.8884962 661.403 6.0642042 661.403 19.5197554 661.403 10.7988814 661.403 11.9868976 661.638 7.779052900000001 661.638 2.5859463000000003 701.535 21.3537889 nan nan 697.2934 21.7690928
671.539 1.6389977999999998 671.539 0.47240950000000004 671.539 7.9448954999999994 671.539 1.6398837 671.539 4.32353 671.544 7.947884499999999 671.544 4.8924475 671.544 15.284388400000001 870.926 12.4210467 671.544 10.1971646 670.835 9.425222 670.835 3.9607067999999996 670.835 16.800561899999998 670.835 8.9164073 670.835 10.5971199 671.104 11.727157 671.104 6.2303768 671.104 19.7141287 671.104 10.989025 671.104 12.1414187 670.927 6.912146900000001 670.927 2.2274764 721.393 30.8635721 nan nan 713.4498000000001 18.288987600000002
681.038 1.6146958999999999 681.038 0.4612303 681.038 7.9927627999999995 681.038 1.6127271 681.038 4.3317725 681.261 8.2481194 681.261 5.3533209 681.261 15.6107405 881.289 13.897893999999999 681.261 10.4896153 680.748 9.4534285 680.748 3.9853991 680.748 17.1766881 680.748 8.9240607 680.748 10.7264404 681.025 11.8382023 681.025 6.2879345 681.025 19.942962700000002 681.025 11.1006968 681.025 12.274916999999999 681.264 7.1235604 681.264 2.3802621999999998 730.739 45.783208200000004 nan nan 727.0006 30.4961762
691.357 1.6518944999999998 691.357 0.4745195 691.357 8.1336787 691.357 1.6733505999999998 691.357 4.3880339 691.002 8.3273321 691.002 5.4111989000000005 691.002 15.868236999999999 891.6 10.161615900000001 691.002 10.639979 690.691 9.6327938 690.691 4.0587593 690.691 17.2988817 690.691 9.1235514 690.691 10.8997715 691.382 11.993134000000001 691.382 6.3199306 691.382 20.3864399 691.382 11.1505467 691.382 12.4146742 690.931 7.961852899999999 690.931 2.8384983 741.079 24.4805649 nan nan 736.943 23.584706399999998
700.833 1.6468288000000002 700.833 0.4713191 700.833 8.2186277 700.833 1.6489549000000001 700.833 4.4523541 700.816 8.6125415 700.816 5.6249664 700.816 16.1542793 911.233 10.052052399999999 700.816 10.9366935 700.736 9.7827969 700.736 4.1483238 700.736 17.570827299999998 700.736 9.1888083 700.736 11.075058199999999 701.569 12.1623138 701.569 6.3894348 701.569 20.4829158 701.569 11.3320537 701.569 12.5743351 701.535 7.381635900000001 701.535 2.4290751 780.889 27.331063 nan nan 764.965 16.9843072
710.733 1.7035413 710.733 0.4886044 710.733 8.3192728 710.733 1.7073340000000001 710.733 4.5165185999999995 711.124 8.5964686 711.124 5.5973456 711.124 16.282082600000003 921.855 19.5787109 711.124 10.956472999999999 711.703 9.8924099 711.703 4.1815339 711.703 17.7878864 711.703 9.3720337 711.703 11.775377 711.367 12.3223378 711.367 6.511300199999999 711.367 20.7864406 711.367 11.4418141 711.367 12.8108406 711.677 8.3378842 711.677 2.8160817000000002 791.03 24.924421799999998 nan nan 786.9736 16.1043407
721.321 1.7075737 721.321 0.49074049999999997 721.321 8.4395095 721.321 1.7055162 721.321 4.5520827 721.462 8.6760351 721.462 5.6262865 721.462 16.4662204 961.464 11.4986192 721.462 11.030761 721.175 10.0275815 721.175 4.236186200000001 721.175 17.9297698 721.175 9.482102600000001 721.175 11.938133 720.927 12.449792 720.927 6.557980499999999 720.927 21.1504077 720.927 11.5850694 720.927 12.897492499999998 721.393 7.1428802000000005 721.393 2.3465257999999998 800.929 31.3225506 nan nan 796.9694000000001 18.4597488
731.156 1.7335706000000002 731.156 0.4973148 731.156 8.5242736 731.156 1.8305637000000001 731.156 4.827474199999999 731.63 8.813589799999999 731.63 5.7020546 731.63 16.709965 971.186 11.6332052 731.63 11.1710715 730.913 10.1741824 730.913 4.2953383 730.913 18.1999407 730.913 9.5491811 730.913 11.9843651 731.637 12.758848 731.637 6.7212074 731.637 21.4414102 731.637 11.8597949 731.637 13.1757162 730.739 8.773441 730.739 2.9784691 810.935 48.8041646 nan nan 806.9326 32.833905099999996
741.668 1.7797459 741.668 0.49247240000000003 741.668 8.6598594 741.668 1.7334957 741.668 4.670033800000001 740.764 8.9864879 740.764 5.8925709 740.764 16.9948213 981.19 11.9719205 740.764 11.4034901 741.279 10.461424099999999 741.279 4.3295762 741.279 19.4866234 741.279 9.6204386 741.279 12.1654943 741.036 12.8135807 741.036 6.7166659 741.036 21.6741299 741.036 11.849053399999999 741.036 13.267557299999998 741.079 7.5348388 741.079 2.4737237 821.303 26.4513102 nan nan 817.1558 26.222680500000003
751.408 1.9360643 751.408 0.515029 751.408 8.786621 751.408 1.9007758 751.408 4.9916604 751.506 9.0475528 751.506 5.8577567 751.506 17.1768225 nan nan 751.506 11.471767 751.132 10.441068099999999 751.132 4.3804093 751.132 19.661808299999997 751.132 9.7467737 751.132 12.2619346 751.396 13.0260782 751.396 6.834864400000001 751.396 21.898117 751.396 12.2381578 751.396 13.4325865 750.841 8.774951699999999 750.841 3.0284361 831.551 39.5616332 nan nan 827.4518 24.0838895
761.565 1.8665166 761.565 0.5150846 761.565 8.915851 761.565 1.8884732 761.565 5.0098266 760.906 9.1790836 760.906 5.9670673999999995 760.906 17.3948233 nan nan 760.906 11.6259593 761.455 10.777091500000001 761.455 4.5015464000000005 761.455 19.9014347 761.455 10.6377555 761.455 12.4719787 760.994 13.1193268 760.994 6.922760800000001 760.994 22.343080800000003 760.994 12.2950238 760.994 13.5691214 761.678 10.2939398 761.678 4.2375516 851.793 32.982715400000004 nan nan 843.6962 24.5848756
770.99 1.9145668 770.99 0.527331 770.99 9.0083246 770.99 1.9194921 770.99 5.1158248 770.896 9.9582464 770.896 6.1733312 770.896 17.6066126 nan nan 770.896 11.8942847 770.945 10.681861399999999 770.945 4.5220974 770.945 20.0412092 770.945 10.783616499999999 770.945 12.5595066 771.233 13.298425700000001 771.233 7.0359666 771.233 22.4736301 771.233 12.4215889 771.233 13.754771600000002 771.379 8.8043396 771.379 2.9193144 881.204 27.3688265 nan nan 857.3322 39.6352032
781.777 1.9882107000000002 781.777 0.5337701 781.777 9.1209931 781.777 1.9721523 781.777 5.1438008 781.357 9.994227 781.357 6.1416426 781.357 17.7834635 nan nan 781.357 11.9484318 781.007 10.7599056 781.007 4.573328399999999 781.007 20.372526999999998 781.007 10.861816000000001 781.007 12.7149249 781.755 13.4147108 781.755 7.1047635 781.755 22.7752988 781.755 12.5460502 781.755 13.959579 780.889 8.837772 780.889 2.9377421 891.461 29.7661015 nan nan 873.1324000000001 30.460355900000003
791.704 1.9209085000000001 791.704 0.5368282 791.704 9.2252344 791.704 1.9634613 791.704 5.1698515 791.704 10.286288 791.704 6.2512439 791.704 18.0778426 nan nan 791.704 12.156577 791.741 10.8418802 791.741 4.6262092 791.741 20.6183187 791.741 10.8350333 791.741 12.837748300000001 791.162 13.547106500000002 791.162 7.180856299999999 791.162 22.9896481 791.162 12.6657804 791.162 14.127580499999999 791.03 7.9484167 791.03 2.5968084 901.114 37.785652400000004 nan nan 887.3581999999999 18.6991662
801.152 1.8749089 801.152 0.5326933 801.152 9.7245022 801.152 1.9381054 801.152 5.2370293000000006 801.516 10.3243033 801.516 6.278340699999999 801.516 18.2390594 nan nan 801.516 12.2661593 801.058 11.0568888 801.058 4.7057744 801.058 20.8700423 801.058 11.026576500000001 801.058 13.0246184 800.945 13.682254699999998 800.945 7.2618305 800.945 23.3913473 800.945 12.791479200000001 800.945 14.260850300000001 800.929 8.6759763 800.929 2.9316257 911.238 32.3928045 nan nan 897.2528000000001 24.1436993
811.327 2.1405152999999997 811.327 0.5785171 811.327 9.8898582 811.327 2.0253360999999996 811.327 5.340877 810.884 10.629773199999999 810.884 6.4852502 810.884 18.647757000000002 nan nan 810.884 12.7240632 811.705 11.2438701 811.705 4.808847999999999 811.705 21.0372345 811.705 11.2184179 811.705 13.2028166 811.48 13.8398309 811.48 7.3619482000000005 811.48 23.5351096 811.48 12.9704397 811.48 14.4514546 810.935 10.1646243 810.935 3.5293422 921.589 54.246677999999996 nan nan 907.1884 24.7536274
821.795 2.0628695 821.795 0.5839668 821.795 9.988937400000001 821.795 2.0636687 821.795 5.4149011 821.107 10.5802107 821.107 6.4362931 821.107 18.628127499999998 nan nan 821.107 12.6916521 821.414 11.3876689 821.414 4.8702567000000005 821.414 21.2709688 821.414 11.394284 821.414 13.365528699999999 821.127 14.021679800000001 821.127 7.475515400000001 821.127 24.09121 821.127 14.020837199999999 821.127 14.614487800000001 821.303 9.0083704 821.303 2.9452535 931.918 33.5833664 nan nan 917.4485999999999 36.355658899999995
831.008 2.0668917 831.008 0.583981 831.008 10.111594 831.008 2.0488615 831.008 5.4615044 831.081 10.682981600000002 831.081 6.4748754 831.081 18.8339678 nan nan 831.081 12.7334126 831.633 11.4088334 831.633 4.9292922 831.633 21.5195176 831.633 11.4261988 831.633 13.429575199999999 831.119 14.2040124 831.119 7.581634200000001 831.119 24.3376592 831.119 14.1015513 831.119 14.814573300000001 831.551 9.71653 831.551 3.3211149 951.809 30.7873633 nan nan 927.7864000000001 31.110014
841.612 2.090303 841.612 0.5937918 841.612 10.1860901 841.612 2.0904841000000003 841.612 5.4953503 841.507 10.5751366 841.507 6.3954724999999994 841.507 18.8541052 nan nan 841.507 12.7273828 841.101 11.6110983 841.101 4.9474035 841.101 21.61739 841.101 11.5778288 841.101 13.605501 841.34 14.3601608 841.34 7.6648321 841.34 24.511015 841.34 14.2248828 841.34 14.953222 841.665 18.3679703 841.665 11.7940731 961.713 53.73033840000001 nan nan 943.8525999999999 19.8757363
851.716 2.1083003 851.716 0.5997624 851.716 10.270667 851.716 2.0816809 851.716 5.5559556 851.034 11.1096784 851.034 6.761994 851.034 19.441359499999997 nan nan 851.034 13.8489143 851.284 11.7341057 851.284 5.010148500000001 851.284 21.8766979 851.284 11.7501997 851.284 13.7292143 850.872 14.4876082 850.872 7.7412790000000005 850.872 24.7726322 850.872 14.3999974 850.872 15.906863300000001 851.793 9.0340524 851.793 3.0765531 981.166 35.5930582 nan nan 957.7514 34.1686622
861.282 2.1253638 861.282 0.6039319 861.282 10.3933421 861.282 2.1197311 861.282 5.5700537 861.002 11.0968102 861.002 6.724558399999999 861.002 19.5437469 nan nan 861.002 13.845040699999998 861.28 11.773634 861.28 5.030840100000001 861.28 22.1869747 861.28 11.704268 861.28 13.8427938 861.011 14.6261018 861.011 7.7951193000000005 861.011 26.150165299999998 861.011 14.530781300000001 861.011 16.186826500000002 861.025 9.689478699999999 861.025 3.2845837 nan nan nan nan 973.3848 31.249567300000002
871.662 2.1259463 871.662 0.6067465000000001 871.662 10.4705262 871.662 2.1485149 871.662 5.6523473 870.926 11.0613064 870.926 6.6824183 870.926 19.6038938 nan nan 870.926 13.881809100000002 871.393 11.931079700000002 871.393 5.3749621 871.393 22.485442799999998 871.393 11.8923621 871.393 14.030178799999998 871.556 14.7527233 871.556 7.865206499999999 871.556 26.3294798 871.556 14.638353200000001 871.556 16.303491100000002 871.628 10.1316047 871.628 3.5928364000000004 nan nan nan nan 986.9004444444445 42.29774277777778
881.611 2.1579041 881.611 0.616679 881.611 10.569189900000001 881.611 2.183248 881.611 5.693907 881.289 11.412704399999999 881.289 6.9329524000000005 881.289 20.0210409 nan nan 881.289 14.356274899999999 881.224 12.0569943 881.224 5.4296969 881.224 22.5275623 881.224 11.9714934 881.224 14.162689 881.191 14.9491898 881.191 7.9800794999999995 881.191 26.6839575 881.191 14.816782499999999 881.191 16.4256794 881.204 9.1010547 881.204 2.9563044 nan nan nan nan 991.488 57.471419749999995
891.329 2.1734013 891.329 0.619737 891.329 10.679997400000001 891.329 2.1655818 891.329 5.7610162 891.6 11.5147358 891.6 7.015255600000001 891.6 20.3595847 nan nan 891.6 14.3939567 890.987 12.255880999999999 890.987 5.5073234 890.987 22.890227 890.987 12.132658600000001 890.987 14.38524 891.056 15.159456599999999 891.056 8.0931331 891.056 26.990296999999998 891.056 15.1555872 891.056 16.6299023 891.461 9.667511000000001 891.461 3.121051 nan nan nan nan nan nan
901.31 2.2205751 901.31 0.6385101000000001 901.31 10.7847443 901.31 2.2175836 901.31 5.8655446 901.072 11.3119105 901.072 6.9163531 901.072 20.222897 nan nan 901.072 14.3136327 901.748 12.2157053 901.748 5.5357460000000005 901.748 23.0398914 901.748 12.1872078 901.748 14.4475297 900.992 15.2772899 900.992 8.1501329 900.992 27.374926199999997 900.992 15.167292900000001 900.992 16.7709944 901.114 10.0459711 901.114 3.2663736 nan nan nan nan nan nan
911.358 2.1699548 911.358 0.6204107999999999 911.358 10.8269555 911.358 2.1634422 911.358 5.842908400000001 911.233 11.7762983 911.233 7.2134488 911.233 20.6510569 nan nan 911.233 14.7286295 911.267 12.4985188 911.267 5.6268484999999995 911.267 23.4751758 911.267 12.4041617 911.267 14.6969684 911.454 15.4941781 911.454 8.2468429 911.454 27.7488764 911.454 15.3454926 911.454 17.0488824 911.238 10.1832225 911.238 3.3054897 nan nan nan nan nan nan
921.815 2.2138978000000002 921.815 0.6334719 921.815 10.9623355 921.815 2.204646 921.815 5.9059954 921.855 11.6408804 921.855 7.122687999999999 921.855 20.8225117 nan nan 921.855 14.588646299999999 921.311 12.609201299999999 921.311 5.6560287 921.311 23.4133443 921.311 12.4982382 921.311 14.734190899999998 921.527 15.5909728 921.527 8.3169115 921.527 28.1534152 921.527 15.506716800000001 921.527 17.1359916 921.589 10.184127499999999 921.589 3.3260092 nan nan nan nan nan nan
931.641 2.2420695 931.641 0.6424741 931.641 11.0852085 931.641 2.2356469 931.641 5.9694184 931.629 11.7402333 931.629 7.169753099999999 931.629 21.0433426 nan nan 931.629 14.784743 931.799 12.7743723 931.799 5.6642443 931.799 23.744081299999998 931.799 12.488019 931.799 14.9236942 931.102 15.714748199999999 931.102 8.8304514 931.102 28.2737821 931.102 15.5465012 931.102 17.2713761 931.918 10.0343154 931.918 3.3928116000000004 nan nan nan nan nan nan
941.215 2.2627054 941.215 0.6540779 941.215 11.2005979 941.215 2.2625599000000003 941.215 6.0265473 941.59 12.2254437 941.59 7.881731499999999 941.59 21.497273 nan nan 941.59 15.212169399999999 941.764 12.9791445 941.764 5.7439035 941.764 24.083058700000002 941.764 12.6444391 941.764 15.114641699999998 941.231 15.872687899999999 941.231 8.9438349 941.231 28.5062792 941.231 15.6544647 941.231 17.4298611 941.073 14.1309328 941.073 6.5504277 nan nan nan nan nan nan
951.3 2.2854053999999997 951.3 0.6610437 951.3 11.3087503 951.3 2.2883904999999998 951.3 6.1016698 951.536 12.0663868 951.536 7.3522943 951.536 21.516499500000002 nan nan 951.536 15.191039799999999 951.255 13.9032126 951.255 5.8379237 951.255 24.352689 951.255 12.821092400000001 951.255 15.2777798 951.0 16.1008159 951.0 9.0663516 951.0 29.2631376 951.0 15.8959196 951.0 17.686885999999998 951.809 9.605563700000001 951.809 3.1708646000000003 nan nan nan nan nan nan
961.183 2.2835245 961.183 0.6662152 961.183 11.397200999999999 961.183 2.2946407 961.183 6.1283476 961.464 12.3264572 961.464 7.9831704000000006 961.464 21.9409387 nan nan 961.464 15.436123 961.428 13.8563422 961.428 5.8998077 961.428 24.436780199999998 961.428 12.9723437 961.428 15.3962946 961.712 16.2742498 961.712 9.141091399999999 961.712 29.2313038 961.712 16.0414819 961.712 17.7863862 961.713 11.3550915 961.713 3.7948348000000003 nan nan nan nan nan nan
971.784 2.3502993 971.784 0.6821735 971.784 11.556321200000001 971.784 2.3489414 971.784 6.2445993 971.186 12.2629007 971.186 7.9078897 971.186 21.9479784 nan nan 971.186 15.3686854 971.423 13.9440777 971.423 5.9206036 971.423 24.752708300000002 971.423 13.0519298 971.423 15.5599119 971.066 16.4469402 971.066 9.2472434 971.066 29.706359600000003 971.066 16.2064403 971.066 17.992385000000002 971.939 10.2626345 971.939 3.4549271 nan nan nan nan nan nan
